cyc,time,charge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
11,0.05,0.71,43.2459,11,13608.6,-0.321624,33.2004,10.0021,121.556,0.174449,188.06,339.395,2.22145,-2.06597,-5.88609,-2.22053,0.197207,-11.2996,8427.35,18.6255,6747.14,11878,2.2926,-1.99482,-5.74379,-2.14938,0.268357,0.216082,8436.35,19.4438,6756.14,0.547987,0.995983,0.00527351,15395.2,-0.00151257,1.15151,10.2093,8.81706,121.91,82.873,0.891653,10.0185,9.41678,120.919,130.729,0.991535,-47.856 
12,0.05,0.71,43.1459,12,13195.5,-0.018362,31.9827,-9.91994,121.763,-0.0392444,90.8303,2.2431e-12,0.589867,0.926416,-4.68204,-4.54996,-1.67088,-53.6726,8143.76,37.2017,6675.82,10444.1,0.927829,1.26438,-4.00611,-4.212,-1.33292,0.455605,8186.51,41.0883,6718.57,0.541915,0.991293,0.0111401,15106.6,-0.00152538,1.10815,10.2409,8.79923,122.188,83.0964,0.87452,9.99077,9.50336,121.122,131.008,1.06615,-47.9116 
13,0.05,0.71,43.2059,13,8473.61,-0.110986,23.0208,9.33253,121.679,0.10945,145.529,7.51547e-05,-3.96898,2.62674,-3.06992,-1.13949,0.180987,-157.479,5402.28,-1.58266,4786.73,7512.34,-2.97738,3.61835,-1.08672,-0.147883,1.17259,2.87703,5527.71,9.82077,4912.17,0.522111,0.996901,0.00366936,10587.2,-0.00168263,0.791341,9.85234,8.58157,121.865,82.8397,0.671194,9.73437,9.22898,121.178,130.588,0.687731,-47.7484 
14,0.05,0.71,43.2359,14,13101,-0.311709,32.3197,9.89863,121.707,0.103072,320.036,320.486,-0.284717,-0.972262,-2.21662,0.252954,-1.73791,-16.9794,8162.52,16.3154,6371.38,11488.3,-0.177802,-0.865347,-2.00279,0.359868,-1.631,0.536077,8176.04,17.5449,6384.91,0.554214,0.996259,0.00503637,14752.5,-0.00139473,1.14357,10.024,8.72863,122.004,82.7308,0.868808,9.93394,9.25304,121.159,130.573,0.84464,-47.8427 
15,0.05,0.71,43.2259,15,12207.6,-0.230522,30.453,9.78521,121.739,0.0764979,83.5575,500,-0.365023,1.0033,1.07557,-1.48523,0.785367,-41.2255,7466.47,33.0786,6234.39,9908.61,-0.105437,1.26288,1.59474,-1.22564,1.04495,0.37984,7499.3,36.0639,6267.23,0.537409,0.991655,0.0104889,13954.5,-0.00146859,1.02089,10.1833,8.87643,122.068,82.7921,0.831196,9.78816,9.5521,121.296,130.581,0.77193,-47.7889 
16,0.05,0.71,43.1559,16,12570.3,0.0120813,31.5269,9.52668,121.624,-0.0154909,-3.53727,500,-5.36752,2.32365,2.43063,-1.22794,-2.44755,-59.853,7643.66,4.77455,6397.55,9779.06,-4.99065,2.70053,3.18439,-0.851064,-2.07067,2.57062,7691.33,9.10866,6445.22,0.536733,0.997932,0.00259658,14329.9,-0.0015027,1.11141,9.92971,8.55539,121.961,83.1382,0.910154,9.79393,9.03021,121.092,130.755,0.868799,-47.6163 
17,0.05,0.71,43.1159,17,13098.7,-0.266258,32.1654,9.7843,121.629,-0.0991493,265.705,175.769,-0.527242,-0.0915953,-0.380203,-1.14977,-2.76363,-115.218,7896,30.235,6618.89,11102.6,0.198253,0.6339,1.07079,-0.424276,-2.03813,2.91393,7987.78,38.5781,6710.67,0.536101,0.991619,0.0104789,14899.8,-0.00138597,1.10247,10.0307,8.77679,122.009,83.1821,0.889464,10.0009,9.29802,121.087,131.1,0.921963,-47.9183 
18,0.05,0.71,43.0559,18,13812,-0.261017,33.4963,-9.9444,121.588,-0.0461961,159.969,500,0.13237,-0.285613,-4.63591,0.459855,-1.12041,-98.6009,8794.4,30.7447,6505.57,11084.1,0.753233,0.33525,-3.39419,1.08072,-0.499544,-0.96818,8872.93,37.8846,6584.1,0.566795,0.992583,0.0104882,15654.6,-0.00144145,1.21184,10.184,8.73796,121.878,82.8718,0.870088,9.9831,9.37605,121.034,130.767,0.844407,-47.8953 
19,0.05,0.71,43.1659,19,11263.8,-0.235005,28.083,9.79848,121.489,0.0215756,180.295,1.16092,1.24855,1.03307,0.992239,-2.1061,0.790593,-75.3733,6749.61,28.2909,5911.54,9084.35,1.72316,1.50768,1.94145,-1.63149,1.2652,0.596035,6809.65,33.7489,5971.58,0.525421,0.991402,0.0103035,12960.4,-0.00140018,0.949452,10.0648,8.73311,121.845,82.6753,0.786504,9.97552,9.43485,120.942,130.456,0.902781,-47.7804 
20,0.05,0.71,43.1759,20,9044.8,-0.0183002,23.8737,9.38317,121.58,0.00711593,-2.32286,500,2.46201,-1.08095,-2.7039,-2.27431,-0.506575,-128.037,5496.61,15.7702,5016.66,7292.85,3.26822,-0.274734,-1.09147,-1.46809,0.299641,2.48789,5598.6,25.0417,5118.64,0.515013,0.992233,0.00893154,10870.8,-0.00146113,0.781118,9.75284,8.91748,121.884,83.1197,0.683934,9.71563,9.51052,121.041,130.867,0.843426,-47.7477 
21,0.05,0.71,43.2559,21,12743.2,0.00998198,30.9618,-9.7289,121.764,-0.0384975,15.4533,8.84374e-10,-2.85266,2.64929,-2.37849,0.346843,-1.49328,-95.3054,7656.58,24.3195,6430.09,9825.21,-2.25255,3.2494,-1.17827,0.946955,-0.893172,-8.23186,7732.49,31.2208,6506.01,0.535726,0.992984,0.00876238,14433.7,-0.00130431,1.06896,10.0229,8.7601,122.039,83.0975,0.864425,9.99599,9.30704,121.21,130.925,0.829426,-47.8276 
22,0.05,0.71,43.1959,22,7708.78,-0.299425,20.838,9.66511,121.62,0.110497,-365.033,267.605,-0.164503,2.9272,3.16852,-2.09367,-1.30509,-147.644,4710.3,13.0326,4550.01,7869.33,0.765173,3.85688,5.02788,-1.16399,-0.375416,0.38008,4827.91,23.7239,4667.61,0.501052,0.991474,0.00927595,9635.55,-0.00150742,0.666524,9.87132,8.90878,122.024,82.9023,0.614102,9.77652,9.4582,121.129,130.778,0.895047,-47.8755 
23,0.05,0.71,43.2159,23,10324.5,-0.0743094,26.7725,9.55915,121.498,0.0348716,-56.2205,499.961,-4.81232,-0.387702,-3.40581,-3.23221,0.886805,-135.222,6351.46,0.352254,5546.43,8394.95,-3.96087,0.463753,-1.7029,-2.38075,1.73826,0.708532,6459.17,10.144,5654.14,0.525865,0.997259,0.003294,12282.9,-0.00151577,0.914591,10.0039,8.56593,121.741,82.9906,0.77406,9.74141,9.1769,120.979,130.791,0.761928,-47.8006 
24,0.05,0.71,43.1859,24,7860.42,-0.294772,21.1864,9.63677,121.506,0.441279,387.336,499.362,-2.60482,3.5804,-1.85576,-0.188622,-1.8909,-102.407,4827.94,5.58554,4541.93,12210.4,-1.96,4.22522,-0.566106,0.456205,-1.24607,1.6226,4909.52,13.0011,4623.5,0.507616,0.995387,0.00515322,9671.72,-0.00146556,0.684475,9.85995,8.86167,121.864,83.0818,0.616593,9.83861,9.37471,120.846,130.811,1.01761,-47.7294 
25,0.05,0.71,43.1359,25,13578,-0.281583,32.907,9.93302,121.642,0.0562409,71.7018,19.3373,-2.69726,-0.793271,2.41151,-1.52885,-2.49577,-73.1921,8370.74,21.3236,6610.99,10771.8,-2.23639,-0.3324,3.33326,-1.06798,-2.0349,2.42544,8429.04,26.6236,6669.29,0.550975,0.994503,0.00729995,15298.4,-0.0013616,1.15563,10.219,8.73814,121.862,82.7951,0.886791,9.95908,9.29733,121.147,130.564,0.715034,-47.7686 
26,0.05,0.71,43.3159,26,12900.7,-0.00670284,31.1614,-9.83512,121.791,-0.11118,37.9328,500,3.77414,1.26367,-5.15491,-4.53047,-3.05797,-128.107,8029.19,11.9852,6184.45,10114.1,4.5808,2.07033,-3.5416,-3.72381,-2.25131,-0.235904,8131.23,21.2618,6286.49,0.556693,0.995445,0.00619167,14606.3,-0.0013332,1.10463,10.222,8.80276,121.987,82.7032,0.841807,10.0078,9.16498,121.248,130.41,0.738907,-47.7071 
27,0.05,0.71,42.9959,27,13273.8,-0.287748,32.4267,9.89796,121.53,0.035451,106.522,307.336,-0.795516,1.45879,-2.65917,2.04646,-2.4758,-53.5724,8182.51,20.4741,6535.3,10571.2,-0.458185,1.79612,-1.98451,2.38379,-2.13847,-3.94579,8225.18,24.3534,6577.97,0.548327,0.994845,0.00677377,15000.5,-0.00139408,1.14868,10.1815,8.59396,121.763,83.0732,0.890034,9.94501,9.2096,121.004,130.843,0.759845,-47.77 
28,0.05,0.71,43.3759,28,13811.9,-0.220313,32.1705,10.0875,121.772,0.0436015,102.077,232.364,-2.40104,-0.874343,0.642809,-0.279631,-2.22966,-86.8948,8187.97,34.201,6704.97,10709,-1.85388,-0.32719,1.73712,0.267523,-1.6825,1.93447,8257.19,40.4933,6774.19,0.542002,0.991491,0.0108914,15234.6,-0.00101476,1.07951,10.26,9.04302,122.051,82.9906,0.855125,10.1222,9.61152,121.21,130.833,0.841175,-47.842 
29,0.05,0.71,43.2459,29,13174.2,-0.29688,32.1664,9.94298,121.803,-0.102441,331.496,102.054,-1.68978,2.821,0.619463,-0.775847,-0.160464,-113.162,8083.76,34.1398,6537.03,11517,-0.97723,3.53355,2.04456,-0.0632968,0.552087,0.598292,8173.89,42.3341,6627.17,0.544931,0.991018,0.0116304,14999.9,-0.00141148,1.12251,10.0729,8.7689,122.111,82.8075,0.865491,10.0591,9.40694,121.265,130.666,0.84691,-47.8588 
30,0.05,0.71,43.1459,30,13588.8,0.0245421,32.3757,9.91332,121.548,-0.0228382,13.2339,1.25793e-12,-0.404236,-1.43981,-1.51735,0.684943,2.61977,-100.424,8371.22,28.5344,6586.04,10457.8,0.228107,-0.807462,-0.252664,1.31729,3.25211,1.0676,8451.22,35.8063,6666.03,0.551746,0.99264,0.00979784,15317.2,-0.00128571,1.12186,10.2501,8.94698,121.816,82.9908,0.870234,9.92345,9.43738,121.025,131.015,0.79077,-48.0243 
31,0.05,0.71,43.2059,31,9277.49,-0.267344,23.7046,9.77775,121.605,-0.032899,498.551,338.916,-1.87273,2.76392,-8.19665,-2.67278,-0.0783463,-116.749,5580.6,12.2802,5034.11,8079.06,-1.13759,3.49906,-6.72638,-1.93764,0.656792,-0.191404,5673.6,20.7343,5127.1,0.517923,0.993645,0.00739451,10954.5,-0.00130253,0.776145,10.0188,8.84692,121.862,83.2736,0.67391,9.88843,9.45184,120.945,131.336,0.9175,-48.0624 
32,0.05,0.71,43.2359,32,13000.2,-0.0495316,31.5195,9.77925,121.428,-0.0461227,80.7261,500,-0.0991195,-2.12522,0.694228,-3.03705,-4.64197,-87.5647,8235.42,17.6147,6084.71,10155.3,0.452252,-1.57385,1.79697,-2.48568,-4.0906,1.30452,8305.16,23.9554,6154.45,0.567128,0.994978,0.00711911,14644.3,-0.00131437,1.13454,10.1758,8.80026,121.631,83.0355,0.824704,9.81805,9.38227,120.797,130.91,0.833944,-47.8748 
33,0.05,0.71,43.2259,33,12816.7,-0.0407298,30.2023,10.0625,121.847,0.0186483,-55.6581,0.0239287,-0.684941,1.2901,-4.30985,-2.66144,-2.43766,-79.8867,7882.9,39.4129,6309.8,9927.12,-0.181916,1.79313,-3.3038,-2.15842,-1.93463,0.428965,7946.53,45.1977,6373.43,0.547615,0.990145,0.012895,14511.2,-0.00129565,1.03082,10.4749,8.97004,122.213,82.9226,0.804706,10.1137,9.6089,121.361,130.684,0.851684,-47.7618 
34,0.05,0.71,43.1559,34,12723.2,-0.127971,30.2716,9.9377,121.625,0.28016,-119.377,10.0828,-1.33356,0.373527,-2.89908,-5.02396,-4.41443,-125.315,7553.05,19.3648,6460.71,10881.7,-0.544489,1.1626,-1.32093,-4.23488,-3.62536,0.845741,7652.87,28.4392,6560.53,0.531073,0.993539,0.00792207,14410.2,-0.0012597,1.0365,10.15,8.81606,121.931,82.4147,0.84369,10.0817,9.48332,121.201,130.102,0.730049,-47.687 
35,0.05,0.71,43.1159,35,13123.2,-0.172427,32.0505,9.77674,121.832,-0.358765,-54.5534,0.794358,-0.663687,3.02705,-0.597299,-2.31845,-6.95029,-74.3666,7951.56,23.8386,6484.5,10837.7,-0.195421,3.49532,0.339234,-1.85018,-6.48203,1.07228,8010.8,29.2236,6543.74,0.543074,0.993656,0.00815952,14750.8,-0.00129289,1.10992,10.0702,8.77839,122.16,82.9275,0.884742,9.85392,9.25166,121.231,130.79,0.929085,-47.863 
36,0.05,0.71,43.0559,36,13831.3,-0.282501,32.9688,10.0845,121.491,-0.0432893,176.268,96.8294,0.826899,-0.474251,-4.06091,-0.154589,-3.66876,-91.7523,8195.18,33.2398,6928.61,11071.5,1.40464,0.103489,-2.90543,0.423151,-3.09102,0.285287,8268.26,39.8838,7001.69,0.534125,0.991629,0.0103842,15480,-0.00120359,1.12051,10.2684,8.71903,121.717,82.6218,0.908488,9.9851,9.46868,120.947,130.458,0.770533,-47.8362 
37,0.05,0.71,43.1659,37,11060.2,-0.206282,27.3518,9.88457,121.566,0.115169,-277.383,0.000133083,-1.0734,-1.2943,-1.39851,-6.36728,-1.1961,-107.273,6797.84,19.5525,5591.8,9841.08,-0.397932,-0.618837,-0.0475792,-5.69181,-0.520636,0.993462,6883.29,27.3204,5677.25,0.540678,0.993102,0.0087868,12730.9,-0.00134547,0.952892,10.097,8.71739,121.822,82.6932,0.740207,10.1224,9.38906,121.06,130.432,0.761718,-47.7389 
38,0.05,0.71,43.1759,38,9147.77,0.0131855,23.2329,9.52944,121.878,-0.0130102,-1.47272,3.50977,-2.94546,-0.580738,-6.30587,-4.60391,0.0314144,-164.062,5468.41,27.763,5017.44,7207.8,-1.91241,0.452319,-4.23976,-3.57085,1.06447,0.483349,5599.09,39.6432,5148.12,0.5136,0.987761,0.0139868,10901.7,-0.0012766,0.773562,9.90893,8.74611,122.068,83.0163,0.670149,9.84113,9.52079,121.361,130.778,0.707539,-47.7618 
39,0.05,0.71,43.2559,39,13495.8,-0.280894,32.4844,10.0049,121.671,0.23624,-158.573,399.879,-1.82407,-1.12759,-3.46953,-1.54703,-0.456035,-72.0899,8082.87,45.8207,6712.97,11799.4,-1.37014,-0.673663,-2.56167,-1.0931,-0.00210451,0.550638,8140.3,51.0409,6770.4,0.5386,0.989146,0.0136971,15113.8,-0.00125393,1.09251,10.1707,8.91629,121.939,82.4037,0.869225,10.0295,9.60398,121.068,130.199,0.870607,-47.7956 
40,0.05,0.71,43.1959,40,7609.9,-0.0330164,20.4677,9.30625,121.778,-0.00585728,49.9417,500,1.06535,1.03411,-2.5594,-4.99506,-2.20893,-121.586,4609.78,6.41526,4438.33,6210.18,1.83094,1.79971,-1.02822,-4.22947,-1.44334,0.665116,4706.63,15.2196,4535.18,0.501887,0.994373,0.00614393,9377.86,-0.00137576,0.655018,9.88886,8.85561,122.164,83.1789,0.597845,9.64988,9.53334,121.156,131.043,1.00738,-47.8645 
41,0.05,0.71,43.2159,41,11477,-0.266827,27.596,10.1303,121.436,0.293301,437.437,264.78,-5.25178,0.00858013,-1.849,0.254,-1.39953,-119.816,6976.05,27.2952,5822.38,13277.1,-4.49733,0.763032,-0.340101,1.00845,-0.645075,0.908354,7071.48,35.9714,5917.82,0.537068,0.991177,0.0110732,13166.8,-0.00124152,0.945554,10.2792,8.77619,121.801,83.0444,0.757869,10.1405,9.44509,120.885,131.02,0.916508,-47.9759 
42,0.05,0.71,43.1859,42,7913.83,9.41971e-05,20.7626,9.52646,121.624,-0.000206107,-18.0535,500,0.335944,-0.0572209,-0.803851,-3.08714,-2.75845,-138.842,4837.65,7.92811,4547.71,6438.96,1.21019,0.817028,0.944647,-2.21289,-1.8842,1.83952,4948.24,17.982,4658.3,0.507705,0.993681,0.00706069,9746.29,-0.00141461,0.677829,9.98449,8.78705,122.009,82.6258,0.619813,9.80575,9.4041,120.996,130.462,1.01291,-47.8364 
43,0.05,0.71,43.1359,43,13557.9,-0.0894161,31.9811,9.93432,121.526,0.228137,7.89814,5.21533,-1.82547,2.71628,0.723439,-2.57631,-1.30933,-103.797,8066.69,26.9634,6622.58,10401.2,-1.17188,3.36986,2.03061,-1.92272,-0.655743,-0.230584,8149.37,34.4796,6705.26,0.541278,0.99265,0.00938354,15055.8,-0.00105388,1.09125,10.1868,8.85123,121.881,82.7769,0.863026,9.94677,9.59787,120.852,130.624,1.02944,-47.8473 
45,0.05,0.71,42.9959,45,13870.3,-0.0123753,32.0858,10.1324,121.355,-0.00543245,1.45664,500,-1.76621,1.1851,1.25759,-2.39128,-0.6539,-119.715,8184.11,39.4423,6922.64,10583.6,-1.01239,1.93891,2.76522,-1.63747,0.0999122,-0.283654,8279.46,48.1111,7018,0.533883,0.989933,0.0124709,15508,-0.00118784,1.08896,10.4157,8.82937,121.668,82.4547,0.876233,10.215,9.64467,120.817,130.153,0.851278,-47.6985 
46,0.05,0.71,43.3759,46,14139.6,-0.027438,32.7279,-10.0611,121.603,-0.00985709,11.4416,3.4784e-12,-1.68248,4.08716,-1.89421,-4.46638,-2.69537,-84.2574,8599.37,32.9005,6666.98,10722.8,-1.15193,4.61771,-0.833112,-3.93583,-2.16482,0.759771,8666.49,39.0018,6734.09,0.555451,0.992186,0.0105563,15602.6,-0.00112836,1.14615,10.3611,8.91321,121.855,82.9423,0.865611,10.1747,9.43519,121.073,130.931,0.781719,-47.9887 
47,0.05,0.71,43.2459,47,13635.9,0.00715419,32.7265,9.83359,121.641,-0.0131814,3.50985,496.679,-4.41697,1.05379,-0.0373621,-3.64295,-1.01505,-107.538,8167.51,30.2137,6790.31,10477.8,-3.73983,1.73093,1.31691,-2.96582,-0.337912,1.32958,8253.17,38.0008,6875.97,0.538177,0.992007,0.010078,15335.4,-0.00128017,1.12669,10.2404,8.70358,121.926,82.6626,0.910147,9.8834,9.38951,121.159,130.24,0.767508,-47.5776 
48,0.05,0.71,43.1459,48,14306.9,-0.00768038,33.7572,9.95031,121.659,-0.0264319,-10.5309,500,1.83517,-0.882383,4.17358,-4.06568,-4.12098,-40.4956,8744.87,33.5351,6793.64,10943.6,2.09016,-0.627393,4.68356,-3.81069,-3.86599,4.06044,8777.12,36.4674,6825.9,0.55524,0.992782,0.00974556,15807.8,-0.00121742,1.20737,10.2654,8.67518,121.902,82.6605,0.928628,9.93272,9.18412,121.104,130.326,0.797831,-47.6655 
49,0.05,0.71,43.2059,49,9166.42,-0.0554169,23.9476,9.49589,121.735,0.020586,-4.13519,499.748,-2.84663,-0.263769,0.871063,-4.70736,1.52785,-73.3694,5482,12.5701,5137.11,7405.5,-2.38465,0.198219,1.79504,-4.24537,1.98984,1.67816,5540.44,17.8829,5195.55,0.508677,0.994383,0.00630052,10891.9,-0.00143863,0.794092,9.83753,8.65998,121.925,82.81,0.71159,9.83138,9.2422,121.381,130.484,0.54426,-47.6735 
50,0.05,0.71,43.2359,50,13264.2,-0.115894,31.7941,9.9951,121.466,0.0360321,102.089,28.4015,1.15905,-0.148704,-2.21052,-4.39076,-1.00292,-82.3822,8037.71,26.3302,6587.53,10464.7,1.67779,0.370035,-1.17304,-3.87202,-0.484178,0.663056,8103.33,32.2957,6653.15,0.541809,0.993074,0.00886269,14956.1,-0.00139371,1.12468,10.1762,8.69454,121.768,82.534,0.889464,9.87409,9.38158,121.004,130.255,0.764391,-47.7215 
51,0.05,0.71,43.2259,51,12193.1,-0.296357,30.4047,9.81621,121.416,-0.152427,-100.867,1.17401,0.68118,0.332806,-2.16923,-2.4295,-2.68831,-130.614,7271.54,24.0321,6430.53,10216.3,1.50362,1.15525,-0.524349,-1.60706,-1.86587,0.608231,7375.58,33.4901,6534.57,0.522861,0.992116,0.00935262,14106.2,-0.00145977,1.01924,9.99634,8.75122,121.621,82.9272,0.845162,10.0509,9.48009,120.9,130.696,0.720936,-47.7691 
52,0.05,0.71,43.1559,52,12310.6,-0.314825,30.4818,9.94383,121.323,0.246607,215.619,487.907,-1.99647,-2.51497,-2.79021,-4.18759,-0.319992,-44.8621,7811.09,16.446,5906.1,11598.1,-1.71399,-2.23249,-2.22524,-3.90511,-0.0375073,0.779991,7846.82,19.6946,5941.83,0.561815,0.995627,0.00606872,13966.9,-0.00142914,1.0967,10.1536,8.64224,121.479,82.5163,0.807799,9.95896,9.25727,120.853,130.02,0.625426,-47.5032 
53,0.05,0.71,43.1159,53,13097.5,-0.298547,31.7375,10.0308,121.606,0.957519,-976.969,93.7864,-6.39657,-2.92231,-3.15513,-4.05483,-2.82839,-85.1349,8058.31,29.0844,6466.72,40816,-5.86049,-2.38624,-2.08299,-3.51875,-2.29232,0.870949,8126.13,35.2493,6534.53,0.546967,0.992466,0.00983911,14856.7,-0.00134242,1.10146,10.1738,8.82383,121.905,83.2497,0.865333,9.98524,9.28968,121.02,131.096,0.884804,-47.8458 
