cyc,time,charge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
154,0.15,0.61,43.2171,154,21179,-0.254024,42.4219,11.5235,117.877,0.189486,-32.0792,485.654,0.610881,-1.89302,1.12642,-2.97222,0.996561,98.5046,9927.41,952.832,8993.32,16111.5,-0.00937587,-2.51328,-0.114094,-3.59248,0.376304,0.980506,9891.36,929.999,8957.27,0.48986,0.85871,0.160552,20192.2,-0.000998171,1.01836,11.8959,11.5934,118.288,84.7671,0.878257,11.3342,13.3572,117.195,135.098,1.09319,-50.3309,313.341,296.637,609.978 
155,0.15,0.61,43.3071,155,21463.8,-0.185515,44.0274,11.0673,117.89,-0.143389,-949.307,343.138,0.714761,2.91329,2.31298,-5.45905,0.333916,122.811,10587.2,883.48,8888.84,20293.2,-0.0585497,2.13998,0.766363,-6.23236,-0.439394,1.20041,10542.3,855.013,8843.89,0.508975,0.87571,0.15117,20712.8,-0.000699966,1.16091,11.2327,11.1722,118.266,85.1866,0.918577,10.9752,12.6043,117.17,135.226,1.09623,-50.039,325.028,283.494,608.523 
156,0.15,0.61,43.2071,156,21383.7,-0.218134,41.9929,11.6501,117.897,-0.210366,482.466,100.059,2.36703,-1.60065,0.60821,1.32572,-5.28142,86.8446,9967.97,979.889,8878.85,19229.8,1.82019,-2.14749,-0.485464,0.778879,-5.82826,0.917187,9936.19,959.759,8847.06,0.494084,0.855405,0.166554,20110.3,-0.00093279,0.988238,12.0849,11.8983,118.218,84.7318,0.842541,11.594,13.6062,117.177,134.894,1.04121,-50.1627,317.032,296.524,613.556 
157,0.15,0.61,43.3571,157,27109.2,-0.227382,54.3123,11.3167,118.068,0.391403,-71.362,345.615,1.8976,-1.23185,2.10945,-2.13788,0.118807,145.235,12874.2,1151.1,11129.7,20917.7,0.983096,-2.14636,0.280435,-3.05238,-0.795702,1.05928,12821,1117.44,11076.5,0.501624,0.867661,0.156715,25559,-0.00069555,1.35826,11.6414,11.3621,118.354,84.8867,1.11883,11.1627,12.9891,117.383,135.148,0.970748,-50.2611,400.819,361.918,762.737 
158,0.15,0.61,43.4071,158,21434.9,-0.237601,43.7229,11.2651,117.627,0.261817,-33.6091,28.9471,0.511384,1.65017,0.564744,-2.49026,-5.48624,146.326,10487.9,925.118,8828.11,16320.4,-0.409992,0.728792,-1.27801,-3.41164,-6.40761,0.881429,10434.4,891.2,8774.55,0.508371,0.869968,0.157608,20525.1,-0.000827101,1.10142,11.4875,11.5955,118.017,86.0721,0.892464,11.1036,12.862,116.799,136.177,1.2178,-50.1051,327.318,284.355,611.673 
159,0.15,0.61,43.0171,159,28703.5,-0.208253,56.8518,11.3822,117.782,-0.51297,357.584,351.607,1.53801,-1.2961,2.20865,-1.07858,-0.0055511,147.762,13447.1,1267.76,11869.3,27036.5,0.607592,-2.22652,0.347811,-2.009,-0.935969,1.0825,13393,1233.51,11815.2,0.496396,0.861195,0.161296,26980.5,-0.000707708,1.38508,11.6713,11.7284,118.193,85.4634,1.18693,11.2101,12.9263,117.022,135.533,1.17189,-50.0697,422.994,383.711,806.705 
160,0.15,0.61,43.2371,160,26753.4,-0.19953,52.8172,11.431,117.661,0.198003,-96.3772,484.477,1.75669,-3.43155,2.86627,-0.622653,-2.49085,122.895,12964.2,1235.31,10520.6,20275.3,0.98285,-4.20539,1.3186,-1.39649,-3.26468,1.20085,12919.2,1206.83,10475.6,0.517468,0.859495,0.175065,24966.2,-0.000666109,1.33585,11.7237,11.6801,117.998,85.7022,1.04593,11.2899,13.0576,116.861,135.974,1.13733,-50.272,408.104,343.997,752.101 
161,0.15,0.61,43.1971,161,18651.1,-0.220047,36.9416,11.5924,117.736,-1.2974,2170.51,111.098,-0.534115,-3.48475,-0.717476,-0.89129,-1.18261,108.203,8673.68,810.115,7946.44,105612,-1.21544,-4.16608,-2.08013,-1.57262,-1.86394,0.809131,8634.08,785.034,7906.84,0.48706,0.862727,0.154616,17727,-0.000926687,0.877345,11.8318,11.9088,118.098,84.6885,0.765944,11.5979,13.2625,117.066,135.212,1.03166,-50.5233,275.801,262.847,538.648 
162,0.15,0.61,43.2271,162,24877.3,-0.0516157,48.208,11.5664,117.542,-0.0510646,-216.67,500,1.39942,2.18932,4.88291,-2.78259,-0.027161,168.92,11344.8,1123.88,10400.2,18511.6,0.335775,1.12567,2.75563,-3.84623,-1.0908,4.82745,11283,1084.73,10338.4,0.48692,0.855987,0.161972,23172.2,-0.000690424,1.14887,11.9423,11.6932,117.838,85.2489,0.99869,11.5185,13.3896,116.829,135.42,1.00898,-50.1716,357.931,343.632,701.563 
163,0.15,0.61,43.2571,163,26140.2,0.00342963,52.103,11.2154,117.755,0.0726467,-120.417,499.993,0.986319,3.78405,3.14649,-2.7439,0.984206,156.736,12770.5,1071.56,10551.9,19307.5,-0.000605587,2.79712,1.17264,-3.73083,-0.00271832,-3.97697,12713.1,1035.23,10494.5,0.513002,0.875272,0.153771,24781.8,-0.000700825,1.36183,11.5474,11.2588,118.111,85.2419,1.05699,11.1214,13.018,117.064,135.351,1.04702,-50.1089,395.004,341.405,736.409 
164,0.15,0.61,43.2471,164,27288.1,-0.0276671,54.4636,11.2177,117.7,-0.138509,113.71,500,1.01804,1.30404,-0.464701,0.84681,-3.37736,134.196,12825.5,1289.19,11182.9,20401.4,0.17304,0.459041,-2.1547,0.00181098,-4.22236,0.624824,12776.4,1258.08,11133.8,0.499463,0.853008,0.17229,25580.3,-0.000656836,1.32802,11.5498,11.7408,118.116,85.3472,1.10921,11.1473,13.2192,116.961,135.458,1.15511,-50.1113,401.777,364.658,766.435 
165,0.15,0.61,43.0671,165,28616.1,-0.0513408,56.393,11.3598,117.623,-0.167314,252.617,0.0290908,0.104949,3.63776,3.70378,-0.469604,-1.16358,130.659,13966.5,1213.59,11348,22229.9,-0.717779,2.81503,2.05833,-1.29233,-1.9863,-1.34716,13918.6,1183.31,11300.2,0.517156,0.87049,0.161705,26913.8,-0.0006738,1.45838,11.6555,11.4892,117.963,84.4641,1.13306,11.3215,12.8431,116.919,134.324,1.04417,-49.8602,435.708,367.557,803.265 
166,0.15,0.61,43.1171,166,25147.5,-0.171571,50.124,11.2858,117.705,0.109704,196.329,307.495,1.02498,0.888296,1.40772,-3.53972,-0.895007,68.3976,12396.1,1084.98,9854.41,19116.2,0.594301,0.457615,0.546357,-3.9704,-1.32569,1.14775,12371.1,1069.12,9829.37,0.522541,0.868631,0.166918,23674.9,-0.000610169,1.30751,11.5215,11.4857,118.112,84.9448,0.988628,11.1618,13.0159,116.958,134.904,1.15407,-49.9595,386.024,320.435,706.459 
167,0.15,0.61,43.1671,167,27769.2,-0.215915,55.3383,11.3423,117.84,0.626963,670.34,462.209,1.70022,0.130482,0.537774,-1.31593,-1.51368,164.254,13264.6,1251.63,11264.5,34113.9,0.665952,-0.903784,-1.53076,-2.3502,-2.54795,0.770389,13204.5,1213.56,11204.3,0.506123,0.86145,0.166334,26089.4,-0.00075589,1.37321,11.6217,11.6894,118.21,84.9612,1.12919,11.2583,12.9206,117.055,135.053,1.1558,-50.0923,416.2,366.454,782.654 
168,0.15,0.61,43.1771,168,28872.7,-0.0072804,55.9675,11.4954,117.894,0.0617143,-122.036,499.999,1.61564,-1.35751,0.524629,-0.476667,-0.752159,185.354,13291.6,1282.64,11943.8,21188.9,0.448511,-2.52463,-1.80962,-1.64379,-1.91928,0.757059,13223.8,1239.68,11876,0.491934,0.859065,0.161277,26881.1,-0.000702604,1.32938,11.9817,11.884,118.215,85.6945,1.1791,11.4411,12.9203,117.179,135.785,1.03619,-50.0906,422.315,388.86,811.174 
169,0.15,0.61,43.1871,169,24198.2,-0.0274109,47.798,11.4437,117.683,0.134227,-254.018,0.00991868,1.08404,-2.24218,4.05453,-4.04472,-1.70413,91.6598,11173.3,1053.06,10260.4,18916.1,0.506887,-2.81934,2.90021,-4.62188,-2.28129,1.45923,11139.8,1031.81,10226.9,0.486438,0.860517,0.156726,22900.7,-0.000961206,1.12893,11.9069,11.7763,118.014,85.5414,0.994931,11.4124,13.3513,116.942,135.944,1.07297,-50.4027,353.168,338.214,691.382 
170,0.15,0.61,43.2171,170,22668.4,0.0214507,44.8513,11.4642,117.548,-0.0248391,-7.81882,500,5.13677,2.33874,0.56151,0.763045,-0.941437,144.093,10157.2,987.46,9795.62,16744.8,4.22946,1.43142,-1.25312,-0.144269,-1.84875,1.51894,10104.4,954.06,9742.88,0.474192,0.858196,0.152819,21308.7,-0.000967545,1.02154,12.0012,11.7805,118.016,85.7429,0.945968,11.5076,13.4864,116.789,136.37,1.22686,-50.6273,322.22,327.533,649.753 
171,0.15,0.61,43.3071,171,28659.8,-0.222899,56.9838,11.3683,117.86,0.318066,444.405,174.875,-2.61178,-1.10722,2.38156,-4.16608,3.2421,160.041,13840.3,1251.18,11439.3,25689.8,-3.61951,-2.11495,0.366091,-5.17381,2.23437,1.04407,13781.7,1214.08,11380.7,0.512911,0.866428,0.164238,26869.5,-0.00073953,1.43119,11.6803,11.6425,118.244,85.2833,1.13837,11.1896,13.1003,117.125,135.563,1.11924,-50.2792,434.211,372.287,806.498 
172,0.15,0.61,43.2071,172,24285.8,-0.0142947,46.4657,11.7581,117.664,-0.052685,5.27107,0.00214964,3.01413,-0.0724309,2.03939,1.60659,-0.26552,126.149,10477.8,1141.04,10485.5,17794.5,2.2198,-0.866756,0.450744,0.812262,-1.05985,0.710357,10431.7,1111.8,10439.3,0.464934,0.842805,0.16401,22436.9,-0.000739052,1.01953,12.2597,12.0212,118.033,85.3475,0.986384,11.6978,13.6611,116.896,135.749,1.13687,-50.4017,335.23,351.672,686.902 
173,0.15,0.61,43.3571,173,31233.7,0.0173126,61.6543,11.3674,117.966,-0.00158565,-64.9858,3.61979e-11,2.86765,5.70734,2.70934,1.25768,0.495497,141.448,15466.8,1247.35,12255.5,22818.2,1.97699,4.81669,0.928018,0.367022,-0.395162,0.879377,15415,1214.57,12203.7,0.523443,0.878824,0.15493,29449.3,-0.000803252,1.61199,11.7579,11.3982,118.339,85.0745,1.21697,11.2445,12.9993,117.204,134.997,1.13495,-49.9223,481.982,396.862,878.844 
174,0.15,0.61,43.4071,174,31559.8,-0.0571278,60.9765,11.5662,117.74,0.244325,-69.0417,500,0.318845,2.84748,0.768365,-0.822289,0.122857,123.424,14714.7,1503.25,12631.7,23507.9,-0.458322,2.07032,-0.785969,-1.59946,-0.654311,0.449502,14669.5,1474.64,12586.5,0.503346,0.8504,0.177511,29144,-0.000614217,1.50806,11.6893,11.8186,118.051,84.7397,1.21274,11.6493,13.2333,116.989,134.86,1.06203,-50.1203,464.813,417.096,881.909 
175,0.15,0.61,43.0171,175,26441.1,-0.138712,53.2541,11.2484,117.563,0.173656,-125.968,500,1.27634,0.851969,2.20444,-1.92303,-4.92657,159.584,13456.2,1086.39,10354.4,20212.3,0.271489,-0.152887,0.19473,-2.92789,-5.93143,1.02279,13397.8,1049.4,10296,0.530855,0.879453,0.158074,25238.2,-0.000949141,1.40905,11.5539,11.5259,117.894,85.242,1.05331,11.1526,12.7325,116.81,135.36,1.08419,-50.1177,418.632,333.692,752.324 
176,0.15,0.61,43.2371,176,25410,-0.232965,50.6066,11.4286,117.848,0.390487,-19.4797,2.62018,2.09376,1.61888,7.32945,-0.623765,-1.50305,148.553,12547.8,1091.41,10132.4,19075.2,1.15836,0.683481,5.45865,-1.55917,-2.43845,-0.652694,12493.4,1056.98,10078.1,0.518761,0.871038,0.161916,24083.2,-0.000817295,1.31505,11.578,11.5272,118.241,85.6768,1.00376,11.4126,12.853,117.035,135.695,1.20517,-50.0183,391.563,328.487,720.05 
177,0.15,0.61,43.1971,177,21428.1,-0.232675,42.8596,11.4755,117.579,0.330671,158.665,393.054,-0.504209,1.11869,3.95577,0.678554,-2.42773,107.874,9552.6,946.948,9653.51,17718.8,-1.18346,0.439433,2.59726,-0.000701059,-3.10698,3.07044,9513.11,921.943,9614.03,0.462492,0.854995,0.150129,20569.2,-0.00108404,0.971113,11.8658,11.7456,117.959,85.7788,0.945338,11.514,13.0742,116.781,136.149,1.17861,-50.3697,301.958,317.489,619.446 
178,0.15,0.61,43.2271,178,21965,-0.230531,45.0754,11.1788,117.722,-0.0510026,-5.4366,381.145,-1.19003,0.782186,8.21009,-1.79843,1.74878,88.6559,10957.7,909.287,8820.19,16412.4,-1.74827,0.223943,7.09361,-2.35668,1.19054,-0.611032,10925.3,888.737,8787.75,0.51948,0.875383,0.157042,21031.2,-0.000868552,1.16167,11.427,11.4788,118.028,85.1008,0.876347,11.2082,13.1198,117.019,135.291,1.00853,-50.1904,339.951,287.5,627.451 
179,0.15,0.61,43.2571,179,30523.4,-0.0473508,60.2544,11.3728,117.778,-0.0292995,28.5375,1.9377e-11,-0.103193,-0.831686,5.73311,-2.99538,-5.44776,110.047,14764.8,1288.94,12337.9,22334.8,-0.796128,-1.52462,4.34723,-3.68832,-6.1407,1.55716,14724.5,1263.43,12297.6,0.510085,0.869446,0.159136,28866.8,-0.000963048,1.51407,11.7717,11.6874,118.142,85.0624,1.22487,11.3346,12.9023,117.08,135.25,1.06203,-50.1881,464.737,399.635,864.373 
180,0.15,0.61,43.2471,180,26897.5,-0.211943,53.1432,11.4462,117.395,0.227087,-121.417,493.437,3.3234,0.972019,3.84729,-1.21788,-1.08587,141.415,12483.6,1227.21,11073.2,20699.4,2.43294,0.0815643,2.06638,-2.10834,-1.97633,-3.16419,12431.9,1194.43,11021.4,0.495166,0.856064,0.166414,25106.5,-0.000740331,1.27712,11.7568,11.731,117.776,85.4876,1.08279,11.359,13.3152,116.603,135.621,1.17294,-50.1338,392.973,365.37,758.344 
181,0.15,0.61,43.0671,181,31946.5,-0.18764,61.9746,11.5403,117.647,-0.0812585,155.29,485.837,0.524824,4.11697,0.956654,-0.74961,-1.58093,108.142,15371.9,1436.4,12445.9,23693,-0.156115,3.43603,-0.405224,-1.43055,-2.26187,0.504454,15332.3,1411.33,12406.3,0.51799,0.861262,0.173251,29599.5,-0.000671668,1.56232,11.8675,11.7209,118.058,84.4754,1.21483,11.4369,13.2083,116.875,134.455,1.18325,-49.9801,484.837,409.423,894.26 
182,0.15,0.61,43.1171,182,30160.9,-0.191542,59.0977,11.456,117.788,-0.0207078,104.345,1.02784,4.00339,-2.50979,3.43067,1.84801,-4.36606,101.312,14780.1,1406.38,11533.1,22109.6,3.36545,-3.14772,2.1548,1.21007,-5.004,2.51598,14743,1382.89,11496,0.527225,0.858996,0.181397,27963.4,-0.000680173,1.50363,11.7264,11.8711,118.14,84.9118,1.1324,11.3514,13.2059,117,134.976,1.14001,-50.0647,466.986,378.718,845.704 
183,0.15,0.61,43.1671,183,29846.1,-0.239453,58.6061,11.5254,117.527,-0.145597,-199.967,19.5384,-0.772653,-0.120769,5.58429,-1.58454,-0.782282,164.056,13910.4,1327.86,12389.7,22936.1,-1.80567,-1.15378,3.51826,-2.61755,-1.8153,1.90816,13850.4,1289.83,12329.7,0.494136,0.859867,0.16157,28029.5,-0.000872039,1.41657,11.7728,11.8112,117.933,85.3587,1.22155,11.4588,12.9236,116.748,135.358,1.18534,-49.9992,439.454,403.584,843.037 
184,0.15,0.61,43.1771,184,29050.4,-0.0186437,55.8095,11.6561,117.653,0.0178204,-17.7315,4.19934e-11,0.193274,2.05872,2.56382,-2.73589,-0.365479,109.638,13278.3,1366.55,11818.2,21186.9,-0.497086,1.36836,1.1831,-3.42625,-1.05584,1.48733,13238.2,1341.14,11778.1,0.494275,0.849408,0.173387,26783,-0.000532235,1.32781,11.9541,11.902,117.969,85.412,1.14089,11.5018,13.2969,116.887,135.548,1.08184,-50.1363,421.485,389.276,810.76 
185,0.15,0.61,43.1871,185,22245.6,-0.261913,44.9048,-11.4221,117.225,0.0872183,-41.8459,498.684,0.673175,-2.10981,1.46275,-4.27025,-4.29731,165.739,10365.7,1050.45,9489.98,16815.7,-0.37044,-3.15343,-0.624477,-5.31387,-5.34092,0.957815,10305.1,1012.03,9429.32,0.487266,0.853343,0.165073,21148.8,-0.00105856,1.06755,11.7272,11.6676,117.562,84.6175,0.924094,11.3711,13.4419,116.425,134.505,1.13694,-49.8871,325.891,315.122,641.013 
186,0.15,0.61,43.2171,186,22310.4,-0.229267,44.8151,11.3938,117.782,-0.0365491,-101.149,499.917,-2.19817,1.14249,4.35456,-4.06524,-2.76681,108.391,10554.9,965.911,9407.74,16742.6,-2.88068,0.459981,2.98954,-4.74775,-3.44932,1.39191,10515.2,940.786,9368.07,0.493939,0.864625,0.156113,21288.5,-0.000953485,1.09254,11.7035,11.6045,118.045,85.5576,0.92161,11.4536,13.0993,117.033,135.914,1.01219,-50.3564,331.038,308.487,639.525 
187,0.15,0.61,43.3071,187,28297.3,-0.246185,56.608,11.3513,117.557,-0.477164,301.112,313.727,-5.22141,0.956656,5.07245,-5.35122,-3.55692,133.311,14124.9,1169.87,11168.7,25595.2,-6.06083,0.117232,3.3936,-6.19064,-4.39634,1.25832,14076.1,1138.97,11119.9,0.523976,0.875962,0.158731,26863.9,-0.000898197,1.49351,11.6863,11.2913,117.868,84.9623,1.13802,11.2573,12.6593,116.857,135.053,1.01108,-50.0903,439.675,361.821,801.495 
188,0.15,0.61,43.2071,188,24415.5,-0.0386898,46.9213,11.7376,117.773,-0.108212,71.4848,5.85745e-07,2.44927,3.94868,-0.383385,-2.39003,-2.53654,146.72,10698.8,1168.78,10400.1,18180.3,1.52542,3.02482,-2.2311,-3.31388,-3.46039,0.499208,10645.1,1134.77,10346.4,0.472203,0.842779,0.168079,22543.5,-0.000905732,1.02688,12.233,12.344,118.106,85.546,0.978509,11.7381,13.6449,117.004,135.907,1.10177,-50.3606,345.962,349.654,695.616 
189,0.15,0.61,43.3571,189,30805.3,-0.263342,61.0606,11.4342,117.748,0.0183191,89.0196,80.164,-1.28483,2.85372,2.6601,-1.56357,-0.697823,169.92,14754.9,1355.73,12562.4,22781.1,-2.35477,1.78378,0.52022,-2.63351,-1.76776,1.11685,14692.7,1316.34,12500.2,0.505461,0.864465,0.162469,29067.9,-0.000836166,1.53457,11.6275,11.6008,118.065,85.4524,1.25054,11.3018,12.8868,117.013,135.429,1.05135,-49.9763,461.809,406.341,868.15 
190,0.15,0.61,43.4071,190,32551.4,-0.242232,63.3932,11.5877,117.3,-0.18872,415.663,23.5424,1.21221,-2.05701,-2.50012,-1.7546,-1.18908,195.264,14957.4,1440.37,13429.8,26466.7,-0.0173175,-3.28654,-4.95917,-2.98413,-2.41861,0.63711,14885.9,1395.1,13358.3,0.49213,0.8591,0.161344,30248,-0.000767409,1.53999,11.7935,11.609,117.618,84.9472,1.30737,11.5356,13.1774,116.598,135.034,1.01964,-50.0866,470.394,443.37,913.765 
191,0.15,0.61,43.0171,191,32809.1,0.000374485,63.1714,11.5957,117.898,-0.0553152,1.09562,1.45714e-10,-1.88698,-1.39316,-2.34963,-0.851547,-1.18908,130.569,15506.3,1524.99,13133.6,23847.8,-2.70914,-2.21532,-3.99395,-1.67371,-2.01124,0.683104,15458.5,1494.73,13085.8,0.506717,0.855277,0.173837,30507.3,-0.000771145,1.55371,12.0096,11.7965,118.277,85.0577,1.27432,11.483,13.1666,117.106,135.149,1.17157,-50.0913,491.085,429.841,920.926 
