cyc,time,charge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,0.07,0.64,43.1704,10,20930.5,-0.324314,41.4961,11.8426,122.754,0.00408802,444.133,117.293,-1.62802,0.087453,-0.723058,0.793034,-4.05181,-259.011,9462.95,82.0398,12916.2,16056.5,0.00290081,1.71838,2.53879,2.42396,-2.42088,0.404479,9669.26,100.795,13122.6,0.502333,0.982084,0.013952,19248.7,-0.00169964,0.948182,11.9379,10.4384,123.333,82.061,1.18302,12.1323,11.2834,121.974,129.884,1.35923,-47.8228 
11,0.07,0.64,43.2904,11,22676.8,-0.372141,45.3595,11.7897,122.542,-0.372043,354.088,463.644,-2.59086,-2.89909,-2.68712,-1.36126,0.135826,-221.21,10290.5,89.3733,13963.4,21697.2,-1.19796,-1.50619,0.0986725,0.0316417,1.52872,1.09441,10466.7,105.392,14139.6,0.503482,0.982684,0.0135444,20788.7,-0.00181421,1.04338,11.8878,10.3169,123.033,82.1939,1.30753,12.0244,11.1388,121.833,130.228,1.1992,-48.0342 
12,0.07,0.64,43.1504,12,22743.2,-0.361783,45.4588,-11.7737,122.849,-0.854965,-160.841,497.864,-3.80695,-2.03492,-1.31923,-1.42667,2.21811,-236.013,10119.6,92.8943,14285.2,21899.6,-2.32084,-0.548804,1.65299,0.0594441,3.70422,0.35101,10307.6,109.985,14473.2,0.493824,0.981669,0.0138053,20873.1,-0.00188427,1.03117,11.9161,10.2447,123.341,81.8417,1.33303,12.0662,11.1285,122.107,129.641,1.23403,-47.7992 
13,0.07,0.64,43.2004,13,18446.2,-0.350311,36.9304,-11.9253,122.648,0.150749,936.88,410.115,-1.00824,-1.42479,-7.24078,0.128121,2.22803,-214.34,8211.62,71.192,11801.5,18934.3,0.341405,-0.0751433,-4.54149,1.47776,3.57767,6.82088,8382.35,86.7129,11972.2,0.489565,0.982219,0.0131664,17122,-0.00186145,0.787676,12.304,10.6399,123.186,81.6742,1.06641,12.207,11.4295,121.948,129.548,1.23834,-47.8734 
14,0.07,0.64,43.1004,14,22838.7,-0.338996,45.3569,-11.7851,122.839,-0.449429,-169.26,5.09695,-1.42441,-1.3616,-1.43038,-0.949867,-2.39558,-240.299,10501.3,91.1345,13828.5,19877.2,0.0886829,0.151492,1.59581,0.56323,-0.882486,-0.0521393,10692.8,108.535,14019.9,0.510949,0.982547,0.0140602,20927.3,-0.00175029,1.0349,11.9191,10.6114,123.401,82.2652,1.28306,12.0064,11.2496,122.186,130.334,1.21523,-48.0687 
15,0.07,0.64,43.0004,15,24028.3,0.256106,47.0393,11.5827,122.405,-0.413594,23.5185,0.00579438,-0.478753,-1.89571,-1.74197,2.71407,-1.34654,-307.686,11225.9,89.9162,14248.5,18053.1,1.45867,0.0417047,2.13287,4.65149,0.590875,0.759693,11471,112.197,14493.5,0.520197,0.983172,0.0140595,22051.3,-0.00180379,1.13077,12.0734,10.2871,122.978,81.8076,1.34327,11.9817,11.126,121.676,129.53,1.30183,-47.7228 
16,0.07,0.64,43.2204,16,21169.4,-0.336468,41.7443,11.9295,122.877,0.37898,23.855,483.635,-3.21532,-2.74955,-4.00188,-2.38179,1.17316,-237.87,9454.22,102.905,13184.3,16505.4,-1.71752,-1.25175,-1.00628,-0.883983,2.67096,0.540211,9643.69,120.13,13373.7,0.496931,0.978666,0.0162774,19406.5,-0.00175127,0.91966,12.1748,10.5084,123.244,82.2423,1.18433,12.1923,11.5021,122.237,130.119,1.00723,-47.8772 
17,0.07,0.64,43.3904,17,24127.5,-0.354297,47.3728,11.9112,122.514,0.10287,135.885,115.585,-3.75742,-4.11994,-4.48104,-2.12988,-2.10823,-235.289,11192.1,104.209,14359.4,18823.7,-2.27586,-2.63839,-1.51794,-0.648329,-0.62668,0.80305,11379.5,121.247,14546.8,0.517282,0.981695,0.0151216,21998.7,-0.00171877,1.10091,12.082,10.468,123.005,82.5491,1.32889,12.1289,11.1869,121.784,130.382,1.22093,-47.8332 
18,0.07,0.64,43.3404,18,22559.2,-0.0952902,45.3326,11.5328,122.663,-0.0741077,106.792,4.87786e-13,-2.74296,-2.81399,-2.66386,1.87542,-0.408168,-297.246,10292.2,75.9465,13888,17276.8,-0.871281,-0.942315,1.0795,3.74709,1.46351,0.758853,10529,97.4708,14124.7,0.505228,0.984058,0.0125523,20840,-0.00183915,1.0575,11.8797,10.1643,123.118,81.6542,1.33703,11.8642,10.9884,122.015,129.415,1.10372,-47.7604 
19,0.07,0.64,43.0504,19,22233.3,-0.0322894,44.7711,11.6051,122.444,0.00397239,8.65142,500,-7.34582,-6.50048,-5.99662,-3.78197,2.07149,-210.119,9822.25,79.6218,14161,16915,-6.02276,-5.17742,-3.3505,-2.45891,3.39456,0.753912,9989.61,94.837,14328.4,0.488506,0.983658,0.0120457,20449.3,-0.00197124,1.00027,11.9787,10.2037,122.908,81.8304,1.35399,11.8954,11.0254,121.705,129.898,1.20331,-48.0676 
20,0.07,0.64,43.2304,20,21762.8,-0.296092,43.1272,-11.8669,122.652,0.120268,64.8996,0.906998,-0.0148405,-3.56351,-0.998872,-2.4732,-4.51514,-199.171,9204.44,100.446,14064.4,16914.5,1.23928,-2.30939,1.50938,-1.21907,-3.26102,1.37353,9363.09,114.868,14223,0.474179,0.978982,0.0146591,19745.9,-0.00178042,0.902252,12.1334,10.4949,123.08,82.4275,1.28426,12.1273,11.3346,121.982,130.528,1.098,-48.1003 
21,0.07,0.64,43.2104,21,18795,-0.379376,38.2221,11.8067,122.614,-0.0199654,343.699,133.092,0.42604,-3.94554,-5.0908,-0.830832,-2.22172,-243.581,8502,74.2378,11972.9,14914,1.95981,-2.41177,-2.02326,0.702935,-0.687956,0.177619,8696.02,91.8762,12166.9,0.494714,0.981846,0.0137195,17577.9,-0.001905,0.844978,12.0242,10.4668,122.942,81.9226,1.10012,12.1633,11.2426,121.995,129.898,0.946254,-47.9759 
22,0.07,0.64,43.2404,22,22942.1,-0.0272474,45.0158,11.7228,122.596,0.0427634,-15.83,4.85623e-11,2.78033,-3.60231,-3.73623,-2.73726,-1.68902,-144.926,9911.59,90.5282,14348.6,17200.7,3.69289,-2.68975,-1.91111,-1.8247,-0.776456,0.455389,10027,101.023,14464.1,0.487085,0.982674,0.0127026,20585.8,-0.00166288,0.996928,12.0527,10.3069,123.018,81.6973,1.33521,12.0628,11.2004,121.935,129.631,1.08334,-47.934 
23,0.07,0.64,43.1604,23,21679,-0.123708,43.0725,-11.7041,122.811,0.114227,7.13191,2.25582e-12,0.102295,-2.28195,2.4664,-5.3353,0.940959,-181.825,9608.55,105.306,13537,16437.5,1.2472,-1.13705,4.7562,-4.19039,2.08586,-0.722126,9753.38,118.473,13681.9,0.494063,0.979185,0.0157005,19741.1,-0.00173584,0.965051,12.02,10.3132,123.14,81.7966,1.25432,12.0344,11.2716,122.225,129.547,0.915707,-47.7502 
24,0.07,0.64,43.1904,24,18007.7,-0.309757,35.3996,12.0365,122.649,-0.0564172,310.763,183.922,2.615,-4.00073,3.34348,-2.10611,-1.50609,-248.348,7706.8,73.1466,11742,14441.3,4.17878,-2.43695,6.47104,-0.542326,0.0576892,0.162676,7904.62,91.1301,11939.9,0.475588,0.980224,0.0138648,16620.7,-0.0016535,0.750128,12.1725,10.4698,123.098,81.6456,1.0461,12.3715,11.4391,122.023,129.715,1.07466,-48.0696 
25,0.07,0.64,43.1804,25,19370,-0.0524171,39.1907,11.547,122.582,0.494313,-273.116,7.76327,-4.54449,-0.839379,-3.34197,-1.3518,1.43497,-248.111,8568.25,89.8265,12370.6,19126.4,-2.9822,0.722911,-0.217392,0.21049,2.99726,1.29736,8765.88,107.793,12568.2,0.488604,0.978934,0.0155533,17940.7,-0.00173776,0.858073,11.9534,10.364,123.135,82.0198,1.14625,12.0136,11.2707,122.021,129.996,1.11349,-47.976 
26,0.07,0.64,43.1704,26,20620.9,-0.348873,41.5824,11.7232,122.761,0.357403,20.6234,477.992,-2.75928,-4.17747,-0.44992,-0.254371,0.0641918,-267.99,9107.55,77.0604,13097.9,16109,-1.07182,-2.49001,2.925,1.43309,1.75165,-0.148003,9321.02,96.4662,13311.3,0.489593,0.982211,0.0131737,19038.3,-0.00184793,0.920192,11.99,10.3277,123.314,81.6252,1.22152,12.0213,11.197,122.053,129.624,1.26046,-47.9986 
27,0.07,0.64,43.2904,27,24412.3,-0.306678,47.2458,11.9597,122.464,0.534705,159.168,25.8398,-1.70879,-3.54123,-0.773044,-2.39053,0.343203,-199.883,11632.8,86.0432,13979,21164.6,-0.450172,-2.28261,1.74418,-1.13191,1.60182,4.36259,11792,100.517,14138.2,0.533264,0.985302,0.0129274,22112.9,-0.00149903,1.13164,12.0918,10.5746,122.863,82.1795,1.26776,12.1811,11.3508,121.801,129.99,1.06231,-47.8102 
28,0.07,0.64,43.1504,28,24795.7,-0.335364,47.8418,12.0529,122.73,0.0577237,122.64,431.154,-1.31678,1.21129,-1.50719,-2.03145,-0.693459,-202.724,11129.7,121.05,14984.8,19001.7,-0.0402868,2.48779,1.04581,-0.754949,0.583038,0.68513,11291.1,135.73,15146.3,0.505243,0.979397,0.0162395,22347.9,-0.00159988,1.07122,12.2162,10.5776,123.215,82.7618,1.34164,12.2322,11.4351,122.018,130.679,1.19673,-47.9176 
29,0.07,0.64,43.2004,29,17176.7,-0.271929,34.1185,11.847,122.852,0.0876387,198.963,72.8805,2.3056,-3.40357,-2.74174,0.175152,0.670773,-260.089,7322.58,74.6889,11143.3,13725.8,3.94331,-1.76586,0.533677,1.81286,2.30848,0.921891,7529.75,93.5225,11350.5,0.476096,0.978727,0.0149511,15815.6,-0.00151961,0.704384,12.1682,10.6551,123.275,82.0688,0.996207,12.1871,11.5538,122.233,129.889,1.04198,-47.8199 
30,0.07,0.64,43.1004,30,23764.8,-0.166111,46.9738,11.7288,122.64,0.129324,-35.2845,500,-1.61484,-0.897685,-1.18183,-2.27892,-1.64695,-191.311,10675.3,100.93,14501.9,18083.7,-0.410202,0.30695,1.22744,-1.07428,-0.442319,4.12791,10827.7,114.783,14654.2,0.503022,0.981786,0.0142236,21525.3,-0.00174919,1.06697,11.9275,10.4639,123.096,81.7379,1.33181,12.0435,11.3692,121.998,129.556,1.09761,-47.8184 
31,0.07,0.64,43.0004,31,23033.2,-0.0157278,46.216,11.499,122.63,0.0033033,-17.7401,500,-2.29131,0.290746,-1.61333,-0.738038,0.518671,-198.728,10589.2,93.1976,13882,17302,-1.03997,1.54208,0.889339,0.513299,1.77001,0.757987,10747.5,107.588,14040.3,0.51186,0.982783,0.0139192,20996.9,-0.00171928,1.08339,11.8199,10.3219,123.065,81.6794,1.3167,11.8049,11.1922,121.982,129.438,1.08285,-47.7581 
32,0.07,0.64,43.2204,32,22042.2,-0.12334,42.7064,-11.957,122.601,0.0348674,17.7926,500,-0.00805606,-1.92446,-4.33332,-0.0261514,-3.20322,-157.243,9790.13,107.713,13493.3,16643.2,0.98206,-0.934344,-2.35309,0.963965,-2.2131,0.337999,9915.38,119.1,13618.6,0.499341,0.979412,0.0158545,19856.9,-0.0014712,0.947991,12.136,10.5364,122.984,82.2449,1.20871,12.2516,11.4349,121.849,130.112,1.13537,-47.8674 
33,0.07,0.64,43.3904,33,23444.9,-0.108922,46.0478,-11.7631,122.754,1.77438,-1061.7,500,-1.35607,-3.02397,0.518948,-2.14316,0.918283,-249.193,10734.4,107.324,14148.4,78958.9,0.213033,-1.45487,3.65716,-0.574059,2.48739,0.155127,10932.8,125.368,14346.9,0.510736,0.980327,0.015842,21406.1,-0.00172729,1.06143,12.0314,10.4729,123.208,82.0468,1.31268,12.1289,11.152,122.072,129.935,1.13608,-47.8886 
34,0.07,0.64,43.3404,34,23857,-0.0158845,46.6456,11.7436,122.869,-0.070493,61.2526,500,-1.11521,-0.175715,-10.0734,-3.07828,-3.70365,-250.527,10918.1,87.4983,14339.4,17972.9,0.462297,1.40179,-6.91836,-1.50078,-2.12615,0.203064,11117.6,105.64,14539,0.511601,0.983644,0.0132079,21731.1,-0.00166939,1.09413,11.9883,10.3456,123.204,81.8231,1.33802,12.0875,11.1199,122.198,129.748,1.00688,-47.9247 
35,0.07,0.64,43.0504,35,24067.3,0.0666479,46.9353,11.728,122.713,0.146199,-233.94,7.56344e-13,-3.08522,-2.99245,-3.38129,-0.475767,-3.44369,-214.616,11433.1,91.1068,14025,19032.6,-1.73384,-1.64107,-0.678531,0.875615,-2.09231,0.87125,11604.1,106.648,14195.9,0.528249,0.984171,0.01365,21967.1,-0.00170502,1.13993,12.1137,10.2947,123.138,81.7656,1.30905,12.0696,11.1686,122.043,129.572,1.09489,-47.8061 
36,0.07,0.64,43.2304,36,21191.5,-0.347839,42.7883,11.6797,122.894,0.351219,101.27,445.905,0.0315421,-2.12847,-5.70129,-1.26297,-1.71807,-168.338,9284.46,71.8258,13443.5,17426.6,1.09152,-1.06848,-3.58133,-0.202985,-0.658084,0.189627,9418.55,84.0156,13577.6,0.487246,0.98463,0.0112701,19330.2,-0.00184217,0.957581,11.8411,10.1987,123.36,81.824,1.26549,12.0508,11.1237,122.177,129.649,1.18282,-47.8254 
37,0.07,0.64,43.2104,37,19561.6,-0.124997,38.787,11.7705,122.752,-0.112829,146.606,9.03755e-09,-1.3197,-1.37628,2.52027,-0.225807,-0.137602,-244.897,8923.34,79.2336,12057.5,15400.4,0.222345,0.165766,5.60437,1.31624,1.40445,0.356793,9118.41,96.9672,12252.6,0.504818,0.98173,0.014369,18062.8,-0.00175917,0.876525,12.078,10.5553,123.241,82.2265,1.08151,12.1998,11.5509,121.988,130.243,1.25325,-48.0167 
38,0.07,0.64,43.2404,38,23408.5,-0.339166,45.812,11.9386,122.721,0.424831,-164.048,491.565,-2.12255,-3.32524,-6.89286,-1.0322,1.6732,-195.682,10689.5,95.4976,14092.1,20073.1,-0.89039,-2.09309,-4.42854,0.199954,2.90535,-0.0282887,10845.4,109.667,14247.9,0.510458,0.982612,0.0139806,21246.3,-0.00168752,1.06387,12.122,10.3201,123.144,82.1308,1.30858,12.1464,11.1492,122.061,130.074,1.08244,-47.9437 
39,0.07,0.64,43.1604,39,22736.4,-0.184626,44.5771,11.8548,122.585,0.931586,-791.883,500,0.652093,-2.09662,-2.66845,1.25445,-2.40519,-156.69,10443.2,92.8539,13757.5,41217.7,1.63873,-1.10998,-0.69518,2.24108,-1.41855,2.05957,10568,104.2,13882.3,0.51048,0.983038,0.0136382,20702.1,-0.0017635,1.01584,12.1834,10.5035,123.019,82.0317,1.25182,12.1924,11.343,121.898,129.946,1.12143,-47.9143 
40,0.07,0.64,43.1904,40,17297.5,0.0038066,34.3885,11.6575,122.685,0.000724732,-38.478,1.97802e-11,0.234071,-1.79389,0.930442,-2.70952,-1.90597,-265.29,7412.14,80.0555,11312.6,13051,1.90453,-0.123426,4.27137,-1.03906,-0.235506,0.106018,7623.45,99.2658,11523.9,0.475399,0.977721,0.0156199,16035.9,-0.00167982,0.724215,12.1288,10.53,123.129,81.5936,1.01997,12.1595,11.5148,122.052,129.279,1.07724,-47.6854 
41,0.07,0.64,43.1804,41,18925.8,-0.00944856,37.9323,11.6015,122.745,0.0389762,-7.47686,8.05064,-5.3322,-0.67731,-4.14743,-1.77829,1.21161,-219.378,8560.01,79.9677,11786.1,14335.2,-3.95083,0.704056,-1.3847,-0.396929,2.59298,0.431434,8734.75,95.8534,11960.9,0.500094,0.981158,0.0145477,17466.2,-0.00163054,0.856094,11.923,10.4401,123.223,81.8674,1.08095,12.028,11.3839,121.994,129.903,1.2291,-48.0357 
42,0.07,0.64,43.1704,42,21796,-0.356695,43.3499,-11.8545,122.441,0.0430632,334.456,475.576,-1.63763,-2.29054,-3.22649,-1.4057,-0.110897,-228.208,9922.24,90.7031,13375.1,17197.7,-0.200662,-0.853574,-0.352556,0.0312669,1.32607,-6.12837,10104,107.228,13556.9,0.505187,0.981767,0.0143609,20000.5,-0.00178341,0.979415,12.0961,10.4416,122.874,81.2678,1.22836,12.0959,11.3182,121.692,128.96,1.18233,-47.692 
43,0.07,0.64,43.2904,43,24288.3,-0.0568585,48.1411,11.6812,122.524,0.0294824,-0.751987,500,3.21042,-0.205137,2.85633,0.302567,0.794318,-212.454,11388.8,84.178,14462.1,18307,4.54819,1.13263,5.53186,1.64033,2.13208,0.630843,11558,99.5624,14631.3,0.519721,0.985149,0.0123799,22238.9,-0.00187306,1.14689,11.9912,10.3436,122.909,81.9547,1.36321,11.9856,11.1029,121.838,129.731,1.07088,-47.7766 
44,0.07,0.64,43.1504,44,24930.8,-0.393019,48.7499,12.0227,122.942,0.0422109,77.6626,20.2764,0.839479,-2.16695,-5.05717,-3.45877,-0.489265,-253.363,11773.7,105.973,14747.6,19186.4,2.43484,-0.571589,-1.86645,-1.86341,1.1061,-1.4542,11975.5,124.319,14949.4,0.523209,0.982157,0.0150878,22888.6,-0.00196839,1.1282,12.299,10.5796,123.297,81.6981,1.30284,12.3029,11.6076,122.243,129.445,1.05383,-47.7466 
45,0.07,0.64,43.2004,45,18349,-0.353365,37.5895,11.6692,122.768,0.304338,183.138,434.888,0.411056,-2.19631,-3.53803,-0.362553,-4.33229,-276.639,8355.03,78.8364,11621.1,16093.6,2.15298,-0.454391,-0.0541872,1.37937,-2.59037,1.12503,8575.38,98.8685,11841.4,0.498001,0.980223,0.0151475,17219.6,-0.00184352,0.830852,11.9598,10.4724,123.184,81.4671,1.07105,11.9829,11.4069,122.112,129.299,1.07193,-47.8322 
46,0.07,0.64,43.1004,46,22728.5,-0.306796,44.5135,-11.8725,122.777,0.233093,77.9709,496.523,-0.0256165,-0.472273,-3.20964,-0.530182,0.360217,-215.313,10084.6,117.05,13982.3,17795.7,1.33015,0.883498,-0.498098,0.825589,1.71599,1.117,10256.1,132.642,14153.8,0.498149,0.977868,0.0169702,20588.3,-0.00156667,0.986553,12.0537,10.5116,123.309,81.4937,1.27319,12.1173,11.362,122.075,129.322,1.23428,-47.8281 
47,0.07,0.64,43.0004,47,24548.4,-0.104659,48.1969,11.781,122.894,0.0525283,55.0412,7.21677e-06,-1.05063,-1.33184,-2.95681,1.23638,-2.30012,-318.259,11353.4,108.616,14723.6,18578.2,0.953367,0.67215,1.05117,3.24037,-0.296126,0.812989,11606.9,131.662,14977.1,0.514944,0.980536,0.0159357,22540.2,-0.00182931,1.1233,12.0603,10.4291,123.376,81.8437,1.34821,12.1043,11.3334,122.214,129.762,1.16195,-47.9186 
